pack	locale_file	key	base_id	suffix	kind	english	chinese	english_missing	chinese_missing	quest_name	quest_id	quest_file	quest_type	finish_summary	start_summary	fail_summary	condition_bucket	condition_summary	official_match_ch	official_match_keys
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fdc0ce4c4af07e97bbf6 acceptMT	6755fdc0ce4c4af07e97bbf6	acceptMT	quest_text	And thus, death descended upon Tarkov	于是，死亡降临塔科夫。	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination	CounterCreator[kills(target=Any,value=1); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,distance=40); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,distance=15); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=6499849fc93611967b034949|5ac66cb05acfc40198510a10|5ac66d015acfc400180ae6e4|5ac66d2e5acfc43b321d4b53|5ac66d725acfc43b321d4b60|5ac66d9b5acfc4001633997a|5bf3e03b0db834001d2c4a9c|5ac4cd105acfc40016339859|5644bd2b4bdc2d3b4c8b4572|59d6088586f774275f37482f|5a0ec13bfcdbcb00165aa685|59ff346386f77477562ff5e2|5abcbc27d8ce8700182eceeb|5bf3e0490db83400196199af|5ab8e9fcd8ce870019439434|57dc2fa62459775949412633|5839a40f24597726f856b511|583990e32459771419544dd2|57c44b372459772d2b39b8ce|5cadfbf7ae92152ac412eeef|62e7c4fba689e8c9c50dfc38|63171672192e68c5460cebc5|5c488a752e221602b412af63|5dcbd56fdbd3d91b3e5468d5|5bb2475ed4351e00853264e3|623063e994fc3f7b302a9696|5447a9cd4bdc2dbd208b4567|5fbcc1d9016cce60e8341ab3|606587252535c57a13424cfd|628a60ae6b1d481ff772e9c8|5b0bbe4e5acfc40dc528a72d|6183afd850224f204c1da514|6165ac306ef05c2ce828ef74|6184055050224f204c1da540|618428466ef05c2ce828f218|65290f395ae2ae97b80fdf2d|5c07c60e0db834002330051f|6410733d5dd49d77bd07847e|587e02ff24597743df3deaeb|5f2a9575926fd9352339381f|628b5638ad252a16da6dd245|628b9c37a733087d0d7fe84b|574d967124597745970e7c94|643ea5b23db6f9f57107d9fd|5d43021ca4b9362eab4b5e25|5c501a4d2e221602b412b540|59e6152586f77473dc057aa1|59e6687d86f77411d949b251|644674a13d52156624001fbc|645e0c6b3b381ede770e1cc9|6176aca650224f204c1da3fb|5aafa857e5b5b00018480968|5fc22d7c187fea44d52eda44|5a367e5dc4a282000e49738f|5df8ce05b11454561e39243b|5c46fbd72e2216398b5a8c9c|57838ad32459774a17445cd2|651450ce0e00edc794068371); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=5926bb2186f7744b1c6c6e60|5d2f0d8048f0356c925bc3b0|5ba26383d4351e00334c93d9|5bd70322209c4d00d7167b8f|5e00903ae9dc277128008b87|5de7bd7bfd6b4e6e2276dc25|58948c8e86f77409493f7266|5cc82d76e24e8d00134b4b83|59984ab886f7743e98271174|57f4c844245977379d5c14d1|57d14d2524597714373db789|57f3c6bd24597738e730fa2f|5ea03f7400685063ec28bfa8|59f9cabd86f7743a10721f46|62e14904c2699c0ec93adc47|60339954d62c9b14ed777c06|5fc3e272f8b6a877a729eac5|5fb64bc92b1b027b1f50bcf2|5fc3f2d5900b1d5091531e57|5e848cc2988a8701445df1e8|6259b864ebedf17603599e88|5e870397991fd70db46995c8|5a7828548dc32e5a9c28b516|54491c4f4bdc2db1078b4568|56dee2bdd2720bc8328b4567|606dae0ab0e443224b421bb7|5580223e4bdc2d1c128b457f|60db29ce99594040e04c4a27|576165642459773c7a400233|5a38e6bac4a2826c6e06d79b); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=5abccb7dd8ce87001773e277|5a17f98cfcdbcb0980087290|5d3eb3b0a4b93615055e84d2|5d67abc1a4b93614ec50137f|5a7ae0c351dfba0017554310|5b1fa9b25acfc40018633c01|63088377b5cd696784087147|5e81c3cbac2bb513793cdc75|5f36a0e5fbf956000b716b65|5cadc190ae921500103bb3b6|576a581d2459771e7b1bc4f1|56d59856d2720bd8418b456a|56e0598dd2720bb5668b45a6|602a9740da11d6478d5a06dc|579204f224597773d619e051|5448bd6b4bdc2dfc2f8b4569|59f98b4986f7746f546d2cef|571a12c42459771f627b58a0|5b3b713c5acfc4330140bd8d|6193a720f8ee7e52e42109ed); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,body=Head); oneSessionOnly=true]	Quest[target=675e4307c26e93866ad36d9c; status=4] || Quest[target=675e44ef86f0af6fce9195a4; status=4] || Quest[target=675e458cdb219e98dda39bc9; status=4]					
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fdc0ce4c4af07e97bbf6 description	6755fdc0ce4c4af07e97bbf6	description	quest_text	I see you've begun your training of the physical, practical, and the mental skills... Good! I'm glad to see you taking care of yourself so well. I bet you were starting to wonder if we were ever going to focus on combat, weren't you? Besides, I'm an angel, I'm supposed to be pure and holy, right? Oh believe me, we are. That's why we need this. Let's be honest, this region has gone the way of Sodom and Gomorrah. Everyone's either killing each other, or profiting off everyone else killing each other. It's become a wasteland. Worst off all, the cult's presence has grow way out of hand. I don't know how many times we have to remind people who the only God is, but we're going to do it again. You're going to rain fire and brimstone down on this place, mercenary. You will become the must destructive force in Tarkov, and will remain here until He is finished with this place. Expect no easy tasks here, friend. War is hell, and you're riding on the red horse. Let the slaughter commence.	我看得出，你已经开始训练身体、实用和精神技能了……很好！见你把自己照顾得这么周全，我很高兴。你是不是已经开始琢磨，我们什么时候才会把重点放回战斗上了？再说了，我可是天使，理应纯洁而圣洁，不是吗？你尽可以相信，我们确实如此。正因如此，这件事才非做不可。说句实话，这片地区早就成了所多玛和蛾摩拉。所有人不是在彼此残杀，就是靠别人的残杀牟利。这里已经成了一片废土。更糟的是，邪教的势力已经膨胀到失控。我不知道我们还得提醒世人多少次，谁才是唯一的神，但这次我们会再提醒他们一遍。你要把烈火与硫磺倾泻到这片土地上，佣兵。你会成为塔科夫最具毁灭性的力量，并留在这里，直到祂处理完这地方。别指望这里会有轻松的任务，朋友。战争即地狱，而你正骑在那匹红马上。让杀戮开始吧。	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination	CounterCreator[kills(target=Any,value=1); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,distance=40); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,distance=15); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=6499849fc93611967b034949|5ac66cb05acfc40198510a10|5ac66d015acfc400180ae6e4|5ac66d2e5acfc43b321d4b53|5ac66d725acfc43b321d4b60|5ac66d9b5acfc4001633997a|5bf3e03b0db834001d2c4a9c|5ac4cd105acfc40016339859|5644bd2b4bdc2d3b4c8b4572|59d6088586f774275f37482f|5a0ec13bfcdbcb00165aa685|59ff346386f77477562ff5e2|5abcbc27d8ce8700182eceeb|5bf3e0490db83400196199af|5ab8e9fcd8ce870019439434|57dc2fa62459775949412633|5839a40f24597726f856b511|583990e32459771419544dd2|57c44b372459772d2b39b8ce|5cadfbf7ae92152ac412eeef|62e7c4fba689e8c9c50dfc38|63171672192e68c5460cebc5|5c488a752e221602b412af63|5dcbd56fdbd3d91b3e5468d5|5bb2475ed4351e00853264e3|623063e994fc3f7b302a9696|5447a9cd4bdc2dbd208b4567|5fbcc1d9016cce60e8341ab3|606587252535c57a13424cfd|628a60ae6b1d481ff772e9c8|5b0bbe4e5acfc40dc528a72d|6183afd850224f204c1da514|6165ac306ef05c2ce828ef74|6184055050224f204c1da540|618428466ef05c2ce828f218|65290f395ae2ae97b80fdf2d|5c07c60e0db834002330051f|6410733d5dd49d77bd07847e|587e02ff24597743df3deaeb|5f2a9575926fd9352339381f|628b5638ad252a16da6dd245|628b9c37a733087d0d7fe84b|574d967124597745970e7c94|643ea5b23db6f9f57107d9fd|5d43021ca4b9362eab4b5e25|5c501a4d2e221602b412b540|59e6152586f77473dc057aa1|59e6687d86f77411d949b251|644674a13d52156624001fbc|645e0c6b3b381ede770e1cc9|6176aca650224f204c1da3fb|5aafa857e5b5b00018480968|5fc22d7c187fea44d52eda44|5a367e5dc4a282000e49738f|5df8ce05b11454561e39243b|5c46fbd72e2216398b5a8c9c|57838ad32459774a17445cd2|651450ce0e00edc794068371); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=5926bb2186f7744b1c6c6e60|5d2f0d8048f0356c925bc3b0|5ba26383d4351e00334c93d9|5bd70322209c4d00d7167b8f|5e00903ae9dc277128008b87|5de7bd7bfd6b4e6e2276dc25|58948c8e86f77409493f7266|5cc82d76e24e8d00134b4b83|59984ab886f7743e98271174|57f4c844245977379d5c14d1|57d14d2524597714373db789|57f3c6bd24597738e730fa2f|5ea03f7400685063ec28bfa8|59f9cabd86f7743a10721f46|62e14904c2699c0ec93adc47|60339954d62c9b14ed777c06|5fc3e272f8b6a877a729eac5|5fb64bc92b1b027b1f50bcf2|5fc3f2d5900b1d5091531e57|5e848cc2988a8701445df1e8|6259b864ebedf17603599e88|5e870397991fd70db46995c8|5a7828548dc32e5a9c28b516|54491c4f4bdc2db1078b4568|56dee2bdd2720bc8328b4567|606dae0ab0e443224b421bb7|5580223e4bdc2d1c128b457f|60db29ce99594040e04c4a27|576165642459773c7a400233|5a38e6bac4a2826c6e06d79b); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=5abccb7dd8ce87001773e277|5a17f98cfcdbcb0980087290|5d3eb3b0a4b93615055e84d2|5d67abc1a4b93614ec50137f|5a7ae0c351dfba0017554310|5b1fa9b25acfc40018633c01|63088377b5cd696784087147|5e81c3cbac2bb513793cdc75|5f36a0e5fbf956000b716b65|5cadc190ae921500103bb3b6|576a581d2459771e7b1bc4f1|56d59856d2720bd8418b456a|56e0598dd2720bb5668b45a6|602a9740da11d6478d5a06dc|579204f224597773d619e051|5448bd6b4bdc2dfc2f8b4569|59f98b4986f7746f546d2cef|571a12c42459771f627b58a0|5b3b713c5acfc4330140bd8d|6193a720f8ee7e52e42109ed); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,body=Head); oneSessionOnly=true]	Quest[target=675e4307c26e93866ad36d9c; status=4] || Quest[target=675e44ef86f0af6fce9195a4; status=4] || Quest[target=675e458cdb219e98dda39bc9; status=4]					
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fdc0ce4c4af07e97bbf6 name	6755fdc0ce4c4af07e97bbf6	name	quest_text	Let the slaughter commence	让杀戮开始吧	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination	CounterCreator[kills(target=Any,value=1); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,distance=40); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,distance=15); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=6499849fc93611967b034949|5ac66cb05acfc40198510a10|5ac66d015acfc400180ae6e4|5ac66d2e5acfc43b321d4b53|5ac66d725acfc43b321d4b60|5ac66d9b5acfc4001633997a|5bf3e03b0db834001d2c4a9c|5ac4cd105acfc40016339859|5644bd2b4bdc2d3b4c8b4572|59d6088586f774275f37482f|5a0ec13bfcdbcb00165aa685|59ff346386f77477562ff5e2|5abcbc27d8ce8700182eceeb|5bf3e0490db83400196199af|5ab8e9fcd8ce870019439434|57dc2fa62459775949412633|5839a40f24597726f856b511|583990e32459771419544dd2|57c44b372459772d2b39b8ce|5cadfbf7ae92152ac412eeef|62e7c4fba689e8c9c50dfc38|63171672192e68c5460cebc5|5c488a752e221602b412af63|5dcbd56fdbd3d91b3e5468d5|5bb2475ed4351e00853264e3|623063e994fc3f7b302a9696|5447a9cd4bdc2dbd208b4567|5fbcc1d9016cce60e8341ab3|606587252535c57a13424cfd|628a60ae6b1d481ff772e9c8|5b0bbe4e5acfc40dc528a72d|6183afd850224f204c1da514|6165ac306ef05c2ce828ef74|6184055050224f204c1da540|618428466ef05c2ce828f218|65290f395ae2ae97b80fdf2d|5c07c60e0db834002330051f|6410733d5dd49d77bd07847e|587e02ff24597743df3deaeb|5f2a9575926fd9352339381f|628b5638ad252a16da6dd245|628b9c37a733087d0d7fe84b|574d967124597745970e7c94|643ea5b23db6f9f57107d9fd|5d43021ca4b9362eab4b5e25|5c501a4d2e221602b412b540|59e6152586f77473dc057aa1|59e6687d86f77411d949b251|644674a13d52156624001fbc|645e0c6b3b381ede770e1cc9|6176aca650224f204c1da3fb|5aafa857e5b5b00018480968|5fc22d7c187fea44d52eda44|5a367e5dc4a282000e49738f|5df8ce05b11454561e39243b|5c46fbd72e2216398b5a8c9c|57838ad32459774a17445cd2|651450ce0e00edc794068371); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=5926bb2186f7744b1c6c6e60|5d2f0d8048f0356c925bc3b0|5ba26383d4351e00334c93d9|5bd70322209c4d00d7167b8f|5e00903ae9dc277128008b87|5de7bd7bfd6b4e6e2276dc25|58948c8e86f77409493f7266|5cc82d76e24e8d00134b4b83|59984ab886f7743e98271174|57f4c844245977379d5c14d1|57d14d2524597714373db789|57f3c6bd24597738e730fa2f|5ea03f7400685063ec28bfa8|59f9cabd86f7743a10721f46|62e14904c2699c0ec93adc47|60339954d62c9b14ed777c06|5fc3e272f8b6a877a729eac5|5fb64bc92b1b027b1f50bcf2|5fc3f2d5900b1d5091531e57|5e848cc2988a8701445df1e8|6259b864ebedf17603599e88|5e870397991fd70db46995c8|5a7828548dc32e5a9c28b516|54491c4f4bdc2db1078b4568|56dee2bdd2720bc8328b4567|606dae0ab0e443224b421bb7|5580223e4bdc2d1c128b457f|60db29ce99594040e04c4a27|576165642459773c7a400233|5a38e6bac4a2826c6e06d79b); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=5abccb7dd8ce87001773e277|5a17f98cfcdbcb0980087290|5d3eb3b0a4b93615055e84d2|5d67abc1a4b93614ec50137f|5a7ae0c351dfba0017554310|5b1fa9b25acfc40018633c01|63088377b5cd696784087147|5e81c3cbac2bb513793cdc75|5f36a0e5fbf956000b716b65|5cadc190ae921500103bb3b6|576a581d2459771e7b1bc4f1|56d59856d2720bd8418b456a|56e0598dd2720bb5668b45a6|602a9740da11d6478d5a06dc|579204f224597773d619e051|5448bd6b4bdc2dfc2f8b4569|59f98b4986f7746f546d2cef|571a12c42459771f627b58a0|5b3b713c5acfc4330140bd8d|6193a720f8ee7e52e42109ed); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,body=Head); oneSessionOnly=true]	Quest[target=675e4307c26e93866ad36d9c; status=4] || Quest[target=675e44ef86f0af6fce9195a4; status=4] || Quest[target=675e458cdb219e98dda39bc9; status=4]					
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fdc0ce4c4af07e97bbf6 successMT	6755fdc0ce4c4af07e97bbf6	successMT	quest_text	The great tribulation of Tarkov has begun. I want you to know that we aren't exactly 'happy' when it comes to these sorts of things. We don't get some religious high when we destroy evil cities like this. It's just what it is. You, however... you may enjoy it as much as you like.	塔科夫的大灾厄已经开始了。我要让你明白，做这种事时，我们并不会感到什么“喜悦”。摧毁这样的邪恶之城，不会让我们获得什么宗教式的亢奋。事情本就如此。至于你……你想享受多少都随你。	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination	CounterCreator[kills(target=Any,value=1); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,distance=40); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,distance=15); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=6499849fc93611967b034949|5ac66cb05acfc40198510a10|5ac66d015acfc400180ae6e4|5ac66d2e5acfc43b321d4b53|5ac66d725acfc43b321d4b60|5ac66d9b5acfc4001633997a|5bf3e03b0db834001d2c4a9c|5ac4cd105acfc40016339859|5644bd2b4bdc2d3b4c8b4572|59d6088586f774275f37482f|5a0ec13bfcdbcb00165aa685|59ff346386f77477562ff5e2|5abcbc27d8ce8700182eceeb|5bf3e0490db83400196199af|5ab8e9fcd8ce870019439434|57dc2fa62459775949412633|5839a40f24597726f856b511|583990e32459771419544dd2|57c44b372459772d2b39b8ce|5cadfbf7ae92152ac412eeef|62e7c4fba689e8c9c50dfc38|63171672192e68c5460cebc5|5c488a752e221602b412af63|5dcbd56fdbd3d91b3e5468d5|5bb2475ed4351e00853264e3|623063e994fc3f7b302a9696|5447a9cd4bdc2dbd208b4567|5fbcc1d9016cce60e8341ab3|606587252535c57a13424cfd|628a60ae6b1d481ff772e9c8|5b0bbe4e5acfc40dc528a72d|6183afd850224f204c1da514|6165ac306ef05c2ce828ef74|6184055050224f204c1da540|618428466ef05c2ce828f218|65290f395ae2ae97b80fdf2d|5c07c60e0db834002330051f|6410733d5dd49d77bd07847e|587e02ff24597743df3deaeb|5f2a9575926fd9352339381f|628b5638ad252a16da6dd245|628b9c37a733087d0d7fe84b|574d967124597745970e7c94|643ea5b23db6f9f57107d9fd|5d43021ca4b9362eab4b5e25|5c501a4d2e221602b412b540|59e6152586f77473dc057aa1|59e6687d86f77411d949b251|644674a13d52156624001fbc|645e0c6b3b381ede770e1cc9|6176aca650224f204c1da3fb|5aafa857e5b5b00018480968|5fc22d7c187fea44d52eda44|5a367e5dc4a282000e49738f|5df8ce05b11454561e39243b|5c46fbd72e2216398b5a8c9c|57838ad32459774a17445cd2|651450ce0e00edc794068371); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=5926bb2186f7744b1c6c6e60|5d2f0d8048f0356c925bc3b0|5ba26383d4351e00334c93d9|5bd70322209c4d00d7167b8f|5e00903ae9dc277128008b87|5de7bd7bfd6b4e6e2276dc25|58948c8e86f77409493f7266|5cc82d76e24e8d00134b4b83|59984ab886f7743e98271174|57f4c844245977379d5c14d1|57d14d2524597714373db789|57f3c6bd24597738e730fa2f|5ea03f7400685063ec28bfa8|59f9cabd86f7743a10721f46|62e14904c2699c0ec93adc47|60339954d62c9b14ed777c06|5fc3e272f8b6a877a729eac5|5fb64bc92b1b027b1f50bcf2|5fc3f2d5900b1d5091531e57|5e848cc2988a8701445df1e8|6259b864ebedf17603599e88|5e870397991fd70db46995c8|5a7828548dc32e5a9c28b516|54491c4f4bdc2db1078b4568|56dee2bdd2720bc8328b4567|606dae0ab0e443224b421bb7|5580223e4bdc2d1c128b457f|60db29ce99594040e04c4a27|576165642459773c7a400233|5a38e6bac4a2826c6e06d79b); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,weapon=5abccb7dd8ce87001773e277|5a17f98cfcdbcb0980087290|5d3eb3b0a4b93615055e84d2|5d67abc1a4b93614ec50137f|5a7ae0c351dfba0017554310|5b1fa9b25acfc40018633c01|63088377b5cd696784087147|5e81c3cbac2bb513793cdc75|5f36a0e5fbf956000b716b65|5cadc190ae921500103bb3b6|576a581d2459771e7b1bc4f1|56d59856d2720bd8418b456a|56e0598dd2720bb5668b45a6|602a9740da11d6478d5a06dc|579204f224597773d619e051|5448bd6b4bdc2dfc2f8b4569|59f98b4986f7746f546d2cef|571a12c42459771f627b58a0|5b3b713c5acfc4330140bd8d|6193a720f8ee7e52e42109ed); oneSessionOnly=true] || CounterCreator[kills(target=Any,value=1,body=Head); oneSessionOnly=true]	Quest[target=675e4307c26e93866ad36d9c; status=4] || Quest[target=675e44ef86f0af6fce9195a4; status=4] || Quest[target=675e458cdb219e98dda39bc9; status=4]					
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fe37fab8f5372018eb16	6755fe37fab8f5372018eb16		condition_or_misc	In one raid, complete all tasks: Kill 10 enemies	在单场战局内完成以下全部目标：击杀 10 名敌人	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination				AvailableForFinish	CounterCreator[kills(target=Any,value=1); oneSessionOnly=true]		
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fe466e0a8ca992087e63	6755fe466e0a8ca992087e63		condition_or_misc	Kill 1 enemy further than 40 meters	在 40 米外击杀 1 名敌人	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination				AvailableForFinish	CounterCreator[kills(target=Any,value=1,distance=40); oneSessionOnly=true]		
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fe55245dec0c2c4fb676	6755fe55245dec0c2c4fb676		condition_or_misc	Kill 1 enemy within 15 meters	在 15 米内击杀 1 名敌人	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination				AvailableForFinish	CounterCreator[kills(target=Any,value=1,distance=15); oneSessionOnly=true]		
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fe6a8c78f4a44386445e	6755fe6a8c78f4a44386445e		condition_or_misc	Kill 1 enemy with an AR/DMR	用突击步枪/精确射手步枪击杀 1 名敌人	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination				AvailableForFinish	CounterCreator[kills(target=Any,value=1,weapon=6499849fc93611967b034949|5ac66cb05acfc40198510a10|5ac66d015acfc400180ae6e4|5ac66d2e5acfc43b321d4b53|5ac66d725acfc43b321d4b60|5ac66d9b5acfc4001633997a|5bf3e03b0db834001d2c4a9c|5ac4cd105acfc40016339859|5644bd2b4bdc2d3b4c8b4572|59d6088586f774275f37482f|5a0ec13bfcdbcb00165aa685|59ff346386f77477562ff5e2|5abcbc27d8ce8700182eceeb|5bf3e0490db83400196199af|5ab8e9fcd8ce870019439434|57dc2fa62459775949412633|5839a40f24597726f856b511|583990e32459771419544dd2|57c44b372459772d2b39b8ce|5cadfbf7ae92152ac412eeef|62e7c4fba689e8c9c50dfc38|63171672192e68c5460cebc5|5c488a752e221602b412af63|5dcbd56fdbd3d91b3e5468d5|5bb2475ed4351e00853264e3|623063e994fc3f7b302a9696|5447a9cd4bdc2dbd208b4567|5fbcc1d9016cce60e8341ab3|606587252535c57a13424cfd|628a60ae6b1d481ff772e9c8|5b0bbe4e5acfc40dc528a72d|6183afd850224f204c1da514|6165ac306ef05c2ce828ef74|6184055050224f204c1da540|618428466ef05c2ce828f218|65290f395ae2ae97b80fdf2d|5c07c60e0db834002330051f|6410733d5dd49d77bd07847e|587e02ff24597743df3deaeb|5f2a9575926fd9352339381f|628b5638ad252a16da6dd245|628b9c37a733087d0d7fe84b|574d967124597745970e7c94|643ea5b23db6f9f57107d9fd|5d43021ca4b9362eab4b5e25|5c501a4d2e221602b412b540|59e6152586f77473dc057aa1|59e6687d86f77411d949b251|644674a13d52156624001fbc|645e0c6b3b381ede770e1cc9|6176aca650224f204c1da3fb|5aafa857e5b5b00018480968|5fc22d7c187fea44d52eda44|5a367e5dc4a282000e49738f|5df8ce05b11454561e39243b|5c46fbd72e2216398b5a8c9c|57838ad32459774a17445cd2|651450ce0e00edc794068371); oneSessionOnly=true]		
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fe78c5f419e0b10d3a1d	6755fe78c5f419e0b10d3a1d		condition_or_misc	Kill 1 enemy with an SMG/SG	用冲锋枪/霰弹枪击杀 1 名敌人	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination				AvailableForFinish	CounterCreator[kills(target=Any,value=1,weapon=5926bb2186f7744b1c6c6e60|5d2f0d8048f0356c925bc3b0|5ba26383d4351e00334c93d9|5bd70322209c4d00d7167b8f|5e00903ae9dc277128008b87|5de7bd7bfd6b4e6e2276dc25|58948c8e86f77409493f7266|5cc82d76e24e8d00134b4b83|59984ab886f7743e98271174|57f4c844245977379d5c14d1|57d14d2524597714373db789|57f3c6bd24597738e730fa2f|5ea03f7400685063ec28bfa8|59f9cabd86f7743a10721f46|62e14904c2699c0ec93adc47|60339954d62c9b14ed777c06|5fc3e272f8b6a877a729eac5|5fb64bc92b1b027b1f50bcf2|5fc3f2d5900b1d5091531e57|5e848cc2988a8701445df1e8|6259b864ebedf17603599e88|5e870397991fd70db46995c8|5a7828548dc32e5a9c28b516|54491c4f4bdc2db1078b4568|56dee2bdd2720bc8328b4567|606dae0ab0e443224b421bb7|5580223e4bdc2d1c128b457f|60db29ce99594040e04c4a27|576165642459773c7a400233|5a38e6bac4a2826c6e06d79b); oneSessionOnly=true]		
Guiding_Light	SkillLoc\SkillStartLocale\en.json	6755fe870b50229190d9669e	6755fe870b50229190d9669e		condition_or_misc	Kill 1 enemy with a pistol	用手枪击杀 1 名敌人	no	no	Let the slaughter commence	6755fdc0ce4c4af07e97bbf6	C:\Games\SPT-4.0\SPT\user\mods\GuidingLight\db\CustomQuests\Guiding_Light\Quests\SkillQuests\Start_quests.json	Elimination				AvailableForFinish	CounterCreator[kills(target=Any,value=1,weapon=5abccb7dd8ce87001773e277|5a17f98cfcdbcb0980087290|5d3eb3b0a4b93615055e84d2|5d67abc1a4b93614ec50137f|5a7ae0c351dfba0017554310|5b1fa9b25acfc40018633c01|63088377b5cd696784087147|5e81c3cbac2bb513793cdc75|5f36a0e5fbf956000b716b65|5cadc190ae921500103bb3b6|576a581d2459771e7b1bc4f1|56d59856d2720bd8418b456a|56e0598dd2720bb5668b45a6|602a9740da11d6478d5a06dc|579204f224597773d619e051|5448bd6b4bdc2dfc2f8b4569|59f98b4986f7746f546d2cef|571a12c42459771f627b58a0|5b3b713c5acfc4330140bd8d|6193a720f8ee7e52e42109ed); oneSessionOnly=true]		
